Year,LocationAbbr,LocationDesc,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1
2021,KS,Kansas,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.1,1161,155618,6.5,7.7,Overall,Overall
2021,CO,Colorado,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.3,267,104905,2,2.7,Overall,Overall
2021,OR,Oregon,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.5,1553,973274,27,30,Overall,Overall
2021,KY,Kentucky,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,17.9,897,609158,16.4,19.5,Overall,Overall
2021,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3,272,181526,2.5,3.6,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.7,229,199703,4,5.7,Overall,Overall
2021,CO,Colorado,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6,555,258273,5.4,6.6,Overall,Overall
2021,AK,Alaska,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.2,698,56173,9.2,11.3,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,219,311315,2.9,4.1,Overall,Overall
2021,AL,Alabama,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.1,444,368040,8,10.3,Overall,Overall
2021,HHS4,HHS Region 4,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.3,4120,2828579,6.9,7.6,Overall,Overall
2021,IL,Illinois,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.9,2115,6680387,69.9,73.9,Overall,Overall
2021,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.5,30455,6803571,74.9,76.1,Overall,Overall
2021,MO,Missouri,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.2,1392,383729,6.5,7.9,Overall,Overall
2021,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.6,1360,1848942,4.1,5.2,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,36.6,1820,853627,34.7,38.6,Overall,Overall
2021,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.5,1851,1348913,22.2,24.8,Overall,Overall
2021,SC,South Carolina,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6,979,275953,5.4,6.6,Overall,Overall
2021,HI,Hawaii,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8,598,88153,7.1,9,Overall,Overall
2021,WV,West Virginia,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.5,405,75664,4,5.1,Overall,Overall
2021,TX,Texas,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.9,867,1461129,6,7.7,Overall,Overall
2021,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.2,701,97594,9.2,11.3,Overall,Overall
2021,OH,Ohio,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.5,4390,2610885,27.3,29.7,Overall,Overall
2021,VT,Vermont,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.3,4618,370563,74.6,78,Overall,Overall
2021,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,16,685,480274,14.5,17.6,Overall,Overall
2021,MO,Missouri,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.8,736,239153,4.2,5.4,Overall,Overall
2021,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.4,6910,3061156,10.9,11.8,Overall,Overall
2021,NV,Nevada,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.3,228,200098,6.8,10.1,Overall,Overall
2021,CT,Connecticut,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.5,911,296765,8.7,10.5,Overall,Overall
2021,GU,Guam,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,31.7,452,29935,27.7,36,Overall,Overall
2021,HI,Hawaii,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,4.7,368,54961,4,5.5,Overall,Overall
2021,MS,Mississippi,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,18.3,1109,457224,17.1,19.7,Overall,Overall
2021,NM,New Mexico,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,69.6,4010,1069435,67.9,71.2,Overall,Overall
2021,TX,Texas,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.3,1261,2560801,11.2,13.6,Overall,Overall
2021,IL,Illinois,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.2,152,460286,3.4,5.3,Overall,Overall
2021,NC,North Carolina,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.6,364,576594,5.8,7.5,Overall,Overall
2021,MD,Maryland,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.1,679,193886,3.6,4.7,Overall,Overall
2021,PA,Pennsylvania,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,444,752293,6.4,8.1,Overall,Overall
2021,HHS7,HHS Region 7,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,3696,786686,6.8,7.7,Overall,Overall
2021,ND,North Dakota,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.5,871,65588,9.5,11.5,Overall,Overall
2021,NJ,New Jersey,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5,410,364274,4.4,5.7,Overall,Overall
2021,SC,South Carolina,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29.1,3209,1160293,27.6,30.5,Overall,Overall
2022,MN,Minnesota,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.1,11648,3087793,74.1,76,Overall,Overall
2022,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.9,1034,124409,8.9,10.9,Overall,Overall
2022,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6,2922,2491170,5.5,6.5,Overall,Overall
2022,RI,Rhode Island,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.7,3826,573717,69.8,73.5,Overall,Overall
2022,IL,Illinois,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.5,296,742314,6.4,8.7,Overall,Overall
2022,HI,Hawaii,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.9,966,116871,8.1,9.8,Overall,Overall
2022,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.4,5085,4675889,10.8,12.1,Overall,Overall
2022,TX,Texas,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.5,928,1365378,5.7,7.3,Overall,Overall
2022,PR,Puerto Rico,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,11,721,378653,10,12,Overall,Overall
2022,AZ,Arizona,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.7,878,470968,7.7,9.8,Overall,Overall
2022,NV,Nevada,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.4,193,156025,5.3,7.7,Overall,Overall
2022,HHS1,HHS Region 1,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.8,14582,3223942,26.1,27.6,Overall,Overall
2022,NC,North Carolina,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,32.1,1392,2706470,30.2,34,Overall,Overall
2022,IA,Iowa,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.9,541,142575,5.3,6.6,Overall,Overall
2022,KS,Kansas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.8,1850,282473,11,12.5,Overall,Overall
2022,DE,Delaware,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.9,133,23497,2.3,3.7,Overall,Overall
2022,NH,New Hampshire,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,725,75641,4.9,6.3,Overall,Overall
2022,VA,Virginia,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.3,6641,4504212,69.9,72.6,Overall,Overall
2022,HI,Hawaii,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.8,342,44044,3.2,4.5,Overall,Overall
2022,CO,Colorado,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.2,971,521418,11.3,13.2,Overall,Overall
2022,OR,Oregon,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.3,755,482881,14,16.6,Overall,Overall
2022,HHS3,HHS Region 3,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,72.4,28343,16584892,71.4,73.4,Overall,Overall
2022,WV,West Virginia,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.7,368,91220,5,6.5,Overall,Overall
2022,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.1,3374,1275864,26.8,29.4,Overall,Overall
2022,SD,South Dakota,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.2,399,23854,2.5,4.1,Overall,Overall
2022,TX,Texas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.9,2377,2792190,12,13.8,Overall,Overall
2022,RI,Rhode Island,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.9,209,34478,3.2,4.8,Overall,Overall
2022,VT,Vermont,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.6,403,28504,4.8,6.5,Overall,Overall
2022,HHS10,HHS Region 10,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.3,4962,1520572,13.8,14.8,Overall,Overall
2022,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.7,1831,352265,3.4,4,Overall,Overall
2022,HHS6,HHS Region 6,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,31.2,12525,9740417,30.2,32.2,Overall,Overall
2022,WI,Wisconsin,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.4,1769,573803,10.6,12.2,Overall,Overall
2022,WV,West Virginia,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,17.3,1201,288376,16.1,18.5,Overall,Overall
2022,KY,Kentucky,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,34.3,1575,1250335,32.3,36.4,Overall,Overall
2022,AK,Alaska,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.4,634,47162,7.6,9.4,Overall,Overall
2022,ND,North Dakota,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.1,235,36203,5.2,7.1,Overall,Overall
2022,CT,Connecticut,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.8,551,183377,5.9,7.8,Overall,Overall
2022,CA,California,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.1,1332,3394985,10.2,11.9,Overall,Overall
2022,ID,Idaho,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.7,622,126056,6.9,8.5,Overall,Overall
2022,NC,North Carolina,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,9,425,829422,7.9,10.2,Overall,Overall
2022,AR,Arkansas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.4,310,123532,4.6,6.3,Overall,Overall
